"BLOCK_ID","ASSET_TYPE","STRIPE_ID","ROW_START","ROW_END","NROWS","NCOLS","SOURCE_ID","RELATIVE_PATH","SIZE_BYTES","REMOTE_URL"
"BLOCK_001","index_metadata",NA,NA,NA,NA,NA,"SOURCE_1","core/BLOCK_001/index/index_metadata.rds",1353,NA
"BLOCK_001","reverse",1,1,256,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00001.tif",2067984,NA
"BLOCK_001","reverse",2,257,512,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00002.tif",2067766,NA
"BLOCK_001","reverse",3,513,768,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00003.tif",2067384,NA
"BLOCK_001","reverse",4,769,1024,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00004.tif",2067664,NA
"BLOCK_001","reverse",5,1025,1280,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00005.tif",2067072,NA
"BLOCK_001","reverse",6,1281,1536,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00006.tif",2079282,NA
"BLOCK_001","reverse",7,1537,1792,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00007.tif",2079514,NA
"BLOCK_001","reverse",8,1793,2048,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00008.tif",2084238,NA
"BLOCK_001","reverse",9,2049,2304,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00009.tif",2082682,NA
"BLOCK_001","reverse",10,2305,2560,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00010.tif",2076504,NA
"BLOCK_001","reverse",11,2561,2816,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00011.tif",2089468,NA
"BLOCK_001","reverse",12,2817,3072,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00012.tif",2062712,NA
"BLOCK_001","reverse",13,3073,3328,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00013.tif",2039848,NA
"BLOCK_001","reverse",14,3329,3584,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00014.tif",2016000,NA
"BLOCK_001","reverse",15,3585,3840,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00015.tif",2757102,NA
"BLOCK_001","reverse",16,3841,4096,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00016.tif",2835450,NA
"BLOCK_001","reverse",17,4097,4352,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00017.tif",2837448,NA
"BLOCK_001","reverse",18,4353,4608,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00018.tif",2830050,NA
"BLOCK_001","reverse",19,4609,4864,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00019.tif",2817578,NA
"BLOCK_001","reverse",20,4865,5120,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00020.tif",2854692,NA
"BLOCK_001","reverse",21,5121,5376,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00021.tif",2833186,NA
"BLOCK_001","reverse",22,5377,5632,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00022.tif",2846288,NA
"BLOCK_001","reverse",23,5633,5888,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00023.tif",2841692,NA
"BLOCK_001","reverse",24,5889,6144,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00024.tif",2870440,NA
"BLOCK_001","reverse",25,6145,6400,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00025.tif",2877420,NA
"BLOCK_001","reverse",26,6401,6656,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00026.tif",2855736,NA
"BLOCK_001","reverse",27,6657,6912,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00027.tif",2844354,NA
"BLOCK_001","reverse",28,6913,7168,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00028.tif",2813430,NA
"BLOCK_001","reverse",29,7169,7424,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00029.tif",2441530,NA
"BLOCK_001","reverse",30,7425,7680,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00030.tif",2411488,NA
"BLOCK_001","reverse",31,7681,7936,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00031.tif",2411370,NA
"BLOCK_001","reverse",32,7937,8192,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00032.tif",2351022,NA
"BLOCK_001","reverse",33,8193,8448,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00033.tif",2348642,NA
"BLOCK_001","reverse",34,8449,8704,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00034.tif",2305714,NA
"BLOCK_001","reverse",35,8705,8960,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00035.tif",2286338,NA
"BLOCK_001","reverse",36,8961,9216,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00036.tif",2265194,NA
"BLOCK_001","reverse",37,9217,9472,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00037.tif",2239142,NA
"BLOCK_001","reverse",38,9473,9728,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00038.tif",2228950,NA
"BLOCK_001","reverse",39,9729,9984,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00039.tif",2199410,NA
"BLOCK_001","reverse",40,9985,10240,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00040.tif",2197058,NA
"BLOCK_001","reverse",41,10241,10496,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00041.tif",2151860,NA
"BLOCK_001","reverse",42,10497,10752,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00042.tif",2133534,NA
"BLOCK_001","reverse",43,10753,11008,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00043.tif",1630386,NA
"BLOCK_001","reverse",44,11009,11264,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00044.tif",1472090,NA
"BLOCK_001","reverse",45,11265,11520,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00045.tif",1461494,NA
"BLOCK_001","reverse",46,11521,11776,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00046.tif",1464086,NA
"BLOCK_001","reverse",47,11777,12032,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00047.tif",1462644,NA
"BLOCK_001","reverse",48,12033,12288,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00048.tif",1431128,NA
"BLOCK_001","reverse",49,12289,12544,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00049.tif",1427512,NA
"BLOCK_001","reverse",50,12545,12800,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00050.tif",1409790,NA
"BLOCK_001","reverse",51,12801,13056,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00051.tif",1373944,NA
"BLOCK_001","reverse",52,13057,13312,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00052.tif",1339230,NA
"BLOCK_001","reverse",53,13313,13568,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00053.tif",1335354,NA
"BLOCK_001","reverse",54,13569,13824,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00054.tif",1306872,NA
"BLOCK_001","reverse",55,13825,14080,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00055.tif",1309618,NA
"BLOCK_001","reverse",56,14081,14336,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00056.tif",1305742,NA
"BLOCK_001","reverse",57,14337,14592,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00057.tif",1076692,NA
"BLOCK_001","reverse",58,14593,14848,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00058.tif",995786,NA
"BLOCK_001","reverse",59,14849,15104,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00059.tif",970720,NA
"BLOCK_001","reverse",60,15105,15360,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00060.tif",962488,NA
"BLOCK_001","reverse",61,15361,15616,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00061.tif",953734,NA
"BLOCK_001","reverse",62,15617,15872,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00062.tif",948948,NA
"BLOCK_001","reverse",63,15873,16128,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00063.tif",940478,NA
"BLOCK_001","reverse",64,16129,16384,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00064.tif",938578,NA
"BLOCK_001","reverse",65,16385,16640,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00065.tif",940312,NA
"BLOCK_001","reverse",66,16641,16896,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00066.tif",966842,NA
"BLOCK_001","reverse",67,16897,17152,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00067.tif",953370,NA
"BLOCK_001","reverse",68,17153,17408,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00068.tif",933494,NA
"BLOCK_001","reverse",69,17409,17664,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00069.tif",931762,NA
"BLOCK_001","reverse",70,17665,17920,256,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00070.tif",902766,NA
"BLOCK_001","reverse",71,17921,18000,80,25200,"SOURCE_1","core/BLOCK_001/index/reverse_stripes/reverse_00071.tif",307754,NA
"BLOCK_001","run_info",NA,NA,NA,NA,NA,"SOURCE_1","core/BLOCK_001/run_info.csv",1244,NA
"BLOCK_001","stream",1,1,256,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00001.tif",47860,NA
"BLOCK_001","stream",2,257,512,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00002.tif",53022,NA
"BLOCK_001","stream",3,513,768,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00003.tif",48042,NA
"BLOCK_001","stream",4,769,1024,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00004.tif",53148,NA
"BLOCK_001","stream",5,1025,1280,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00005.tif",51614,NA
"BLOCK_001","stream",6,1281,1536,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00006.tif",50692,NA
"BLOCK_001","stream",7,1537,1792,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00007.tif",47124,NA
"BLOCK_001","stream",8,1793,2048,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00008.tif",49068,NA
"BLOCK_001","stream",9,2049,2304,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00009.tif",45480,NA
"BLOCK_001","stream",10,2305,2560,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00010.tif",52934,NA
"BLOCK_001","stream",11,2561,2816,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00011.tif",48952,NA
"BLOCK_001","stream",12,2817,3072,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00012.tif",50294,NA
"BLOCK_001","stream",13,3073,3328,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00013.tif",50582,NA
"BLOCK_001","stream",14,3329,3584,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00014.tif",47042,NA
"BLOCK_001","stream",15,3585,3840,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00015.tif",70204,NA
"BLOCK_001","stream",16,3841,4096,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00016.tif",67224,NA
"BLOCK_001","stream",17,4097,4352,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00017.tif",60430,NA
"BLOCK_001","stream",18,4353,4608,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00018.tif",68580,NA
"BLOCK_001","stream",19,4609,4864,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00019.tif",71904,NA
"BLOCK_001","stream",20,4865,5120,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00020.tif",67166,NA
"BLOCK_001","stream",21,5121,5376,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00021.tif",70330,NA
"BLOCK_001","stream",22,5377,5632,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00022.tif",62020,NA
"BLOCK_001","stream",23,5633,5888,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00023.tif",72298,NA
"BLOCK_001","stream",24,5889,6144,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00024.tif",67080,NA
"BLOCK_001","stream",25,6145,6400,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00025.tif",62038,NA
"BLOCK_001","stream",26,6401,6656,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00026.tif",71002,NA
"BLOCK_001","stream",27,6657,6912,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00027.tif",71916,NA
"BLOCK_001","stream",28,6913,7168,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00028.tif",65098,NA
"BLOCK_001","stream",29,7169,7424,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00029.tif",59212,NA
"BLOCK_001","stream",30,7425,7680,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00030.tif",56288,NA
"BLOCK_001","stream",31,7681,7936,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00031.tif",57976,NA
"BLOCK_001","stream",32,7937,8192,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00032.tif",58082,NA
"BLOCK_001","stream",33,8193,8448,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00033.tif",58924,NA
"BLOCK_001","stream",34,8449,8704,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00034.tif",61030,NA
"BLOCK_001","stream",35,8705,8960,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00035.tif",60644,NA
"BLOCK_001","stream",36,8961,9216,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00036.tif",62274,NA
"BLOCK_001","stream",37,9217,9472,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00037.tif",67344,NA
"BLOCK_001","stream",38,9473,9728,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00038.tif",63388,NA
"BLOCK_001","stream",39,9729,9984,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00039.tif",62330,NA
"BLOCK_001","stream",40,9985,10240,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00040.tif",63230,NA
"BLOCK_001","stream",41,10241,10496,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00041.tif",62936,NA
"BLOCK_001","stream",42,10497,10752,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00042.tif",59778,NA
"BLOCK_001","stream",43,10753,11008,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00043.tif",50880,NA
"BLOCK_001","stream",44,11009,11264,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00044.tif",44926,NA
"BLOCK_001","stream",45,11265,11520,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00045.tif",47946,NA
"BLOCK_001","stream",46,11521,11776,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00046.tif",49586,NA
"BLOCK_001","stream",47,11777,12032,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00047.tif",46152,NA
"BLOCK_001","stream",48,12033,12288,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00048.tif",46642,NA
"BLOCK_001","stream",49,12289,12544,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00049.tif",47164,NA
"BLOCK_001","stream",50,12545,12800,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00050.tif",43274,NA
"BLOCK_001","stream",51,12801,13056,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00051.tif",44208,NA
"BLOCK_001","stream",52,13057,13312,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00052.tif",46878,NA
"BLOCK_001","stream",53,13313,13568,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00053.tif",40804,NA
"BLOCK_001","stream",54,13569,13824,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00054.tif",40320,NA
"BLOCK_001","stream",55,13825,14080,256,25200,"SOURCE_1","core/BLOCK_001/index/stream_stripes/stream_00055.tif",40012,NA
