"BLOCK_ID","STRIPE_ID","ROW_START","ROW_END","NROWS","NCOLS","REVERSE_FILE","STREAM_FILE","STREAM_CELLS","MAX_GEOM_DELTA_CELLS","STATUS"
"BLOCK_007",1,1,256,256,10800,"index/reverse_stripes/reverse_00001.tif","index/stream_stripes/stream_00001.tif",14251,0,"EXISTS_VALID"
"BLOCK_007",2,257,512,256,10800,"index/reverse_stripes/reverse_00002.tif","index/stream_stripes/stream_00002.tif",17069,0,"EXISTS_VALID"
"BLOCK_007",3,513,768,256,10800,"index/reverse_stripes/reverse_00003.tif","index/stream_stripes/stream_00003.tif",16321,0,"EXISTS_VALID"
"BLOCK_007",4,769,1024,256,10800,"index/reverse_stripes/reverse_00004.tif","index/stream_stripes/stream_00004.tif",16862,0,"EXISTS_VALID"
"BLOCK_007",5,1025,1280,256,10800,"index/reverse_stripes/reverse_00005.tif","index/stream_stripes/stream_00005.tif",13174,0,"EXISTS_VALID"
"BLOCK_007",6,1281,1536,256,10800,"index/reverse_stripes/reverse_00006.tif","index/stream_stripes/stream_00006.tif",16963,0,"EXISTS_VALID"
"BLOCK_007",7,1537,1792,256,10800,"index/reverse_stripes/reverse_00007.tif","index/stream_stripes/stream_00007.tif",15497,0,"EXISTS_VALID"
"BLOCK_007",8,1793,2048,256,10800,"index/reverse_stripes/reverse_00008.tif","index/stream_stripes/stream_00008.tif",14158,0,"EXISTS_VALID"
"BLOCK_007",9,2049,2304,256,10800,"index/reverse_stripes/reverse_00009.tif","index/stream_stripes/stream_00009.tif",13454,0,"EXISTS_VALID"
"BLOCK_007",10,2305,2560,256,10800,"index/reverse_stripes/reverse_00010.tif","index/stream_stripes/stream_00010.tif",12481,0,"EXISTS_VALID"
"BLOCK_007",11,2561,2816,256,10800,"index/reverse_stripes/reverse_00011.tif","index/stream_stripes/stream_00011.tif",12533,0,"EXISTS_VALID"
"BLOCK_007",12,2817,3072,256,10800,"index/reverse_stripes/reverse_00012.tif","index/stream_stripes/stream_00012.tif",12486,0,"EXISTS_VALID"
"BLOCK_007",13,3073,3328,256,10800,"index/reverse_stripes/reverse_00013.tif","index/stream_stripes/stream_00013.tif",16101,0,"EXISTS_VALID"
"BLOCK_007",14,3329,3584,256,10800,"index/reverse_stripes/reverse_00014.tif","index/stream_stripes/stream_00014.tif",16789,0,"EXISTS_VALID"
"BLOCK_007",15,3585,3840,256,10800,"index/reverse_stripes/reverse_00015.tif","index/stream_stripes/stream_00015.tif",25168,0,"EXISTS_VALID"
"BLOCK_007",16,3841,4096,256,10800,"index/reverse_stripes/reverse_00016.tif","index/stream_stripes/stream_00016.tif",16142,0,"EXISTS_VALID"
"BLOCK_007",17,4097,4352,256,10800,"index/reverse_stripes/reverse_00017.tif","index/stream_stripes/stream_00017.tif",11878,0,"EXISTS_VALID"
"BLOCK_007",18,4353,4608,256,10800,"index/reverse_stripes/reverse_00018.tif","index/stream_stripes/stream_00018.tif",13165,0,"EXISTS_VALID"
"BLOCK_007",19,4609,4864,256,10800,"index/reverse_stripes/reverse_00019.tif","index/stream_stripes/stream_00019.tif",12853,0,"EXISTS_VALID"
"BLOCK_007",20,4865,5120,256,10800,"index/reverse_stripes/reverse_00020.tif","index/stream_stripes/stream_00020.tif",14105,0,"EXISTS_VALID"
"BLOCK_007",21,5121,5376,256,10800,"index/reverse_stripes/reverse_00021.tif","index/stream_stripes/stream_00021.tif",11791,0,"EXISTS_VALID"
"BLOCK_007",22,5377,5632,256,10800,"index/reverse_stripes/reverse_00022.tif","index/stream_stripes/stream_00022.tif",13979,0,"EXISTS_VALID"
"BLOCK_007",23,5633,5888,256,10800,"index/reverse_stripes/reverse_00023.tif","index/stream_stripes/stream_00023.tif",12050,0,"EXISTS_VALID"
"BLOCK_007",24,5889,6144,256,10800,"index/reverse_stripes/reverse_00024.tif","index/stream_stripes/stream_00024.tif",12940,0,"EXISTS_VALID"
"BLOCK_007",25,6145,6400,256,10800,"index/reverse_stripes/reverse_00025.tif","index/stream_stripes/stream_00025.tif",12921,0,"EXISTS_VALID"
"BLOCK_007",26,6401,6656,256,10800,"index/reverse_stripes/reverse_00026.tif","index/stream_stripes/stream_00026.tif",14490,0,"EXISTS_VALID"
